"Rank","Genes ranked in the direction 2","'-log10(RRA score)'","KO essential score","Brief feature","Description"
13564,"COQ8B",0.1235,-0.1,"Kinase","coenzyme Q8B"
13565,"E2F7",0.1234,0.105,"TF","E2F transcription factor 7"
13566,"XPR1",0.1234,-0.165,"NA","xenotropic and polytropic retrovirus receptor 1"
13567,"NUMBL",0.1234,-0.01,"NA","NUMB like endocytic adaptor protein"
13568,"RBFOX3",0.1233,-0.135,"NA","RNA binding fox-1 homolog 3"
13569,"RAB7B",0.1233,,,
13570,"STK31",0.1232,0.155,"Kinase","serine/threonine kinase 31"
13571,"HSPA9",0.1232,-1.81,"NA","heat shock protein family A (Hsp70) member 9"
13572,"C5orf47",0.1232,0.025,"NA","chromosome 5 open reading frame 47"
13573,"BIRC8",0.1232,-0.095,"NA","baculoviral IAP repeat containing 8"
13574,"PRKAG2",0.1231,-0.025,"Kinase","protein kinase AMP-activated non-catalytic subunit gamma 2"
13575,"TNNC1",0.1231,-0.03,"NA","troponin C1"
13576,"PTS",0.1231,0.22,"NA","NA"
13577,"MXD4",0.123,0.03,"TF","MAX dimerization protein 4"
13578,"NAT8L",0.123,0.01,"NA","N-acetyltransferase 8 like"
13579,"TXN",0.1229,-1.035,"NA","thioredoxin"
13580,"NME6",0.1229,-0.245,"NA","NME/NM23 nucleoside diphosphate kinase 6"
13581,"CTSF",0.1229,-0.195,"NA","cathepsin F"
13582,"BTBD19",0.1228,,,
13583,"ABCG2",0.1228,0.085,"NA","ATP binding cassette subfamily G member 2 (Junior blood group)"
13584,"NEFM",0.1228,-0.19,"NA","neurofilament medium"
13585,"TBC1D8",0.1227,-0.195,"NA","TBC1 domain family member 8"
13586,"GLB1L",0.1227,-0.11,"NA","galactosidase beta 1 like"
13587,"OGFOD2",0.1227,0.06,"NA","2-oxoglutarate and iron dependent oxygenase domain containing 2"
13588,"RAB23",0.1226,-0.175,"NA","RAB23"
13589,"SLC25A3",0.1226,-0.74,"NA","solute carrier family 25 member 3"
13590,"APOL1",0.1226,0.035,"NA","apolipoprotein L1"
13591,"CD8B",0.1226,-0.715,"NA","CD8b molecule"
13592,"PITHD1",0.1225,-0.02,"NA","PITH domain containing 1"
13593,"CEACAM18",0.1225,,,
13594,"CD84",0.1225,0.1,"NA","CD84 molecule"
13595,"PDE1B",0.1224,0.08,"NA","phosphodiesterase 1B"
13596,"OR6C74",0.1224,0.045,"NA","olfactory receptor family 6 subfamily C member 74"
13597,"COBL",0.1224,0.09,"NA","cordon-bleu WH2 repeat protein"
13598,"REG3A",0.1223,0.08,"NA","regenerating family member 3 alpha"
13599,"TBC1D1",0.1223,-0.015,"NA","TBC1 domain family member 1"
13600,"SNUPN",0.1223,-1.14,"NA","snurportin 1"
13601,"CDCA8",0.1222,-1.255,"NA","cell division cycle associated 8"
13602,"LRRC24",0.1222,0.045,"NA","leucine rich repeat containing 24"
13603,"RBBP9",0.1222,0.09,"ChroRemod","RB binding protein 9"
13604,"CHD8",0.1221,-0.37,"ChroRemod","chromodomain helicase DNA binding protein 8"
13605,"RNF223",0.1221,-0.175,"NA","ring finger protein 223"
13606,"KCNC3",0.122,0.02,"NA","potassium voltage-gated channel subfamily C member 3"
13607,"OR6F1",0.122,0.02,"NA","olfactory receptor family 6 subfamily F member 1"
13608,"NECAP2",0.122,-0.055,"NA","NECAP endocytosis associated 2"
13609,"C11orf71",0.1219,-0.015,"NA","chromosome 11 open reading frame 71"
13610,"FAM217B",0.1219,0.05,"NA","family with sequence similarity 217 member B"
13611,"COL12A1",0.1219,0.045,"NA","collagen type XII alpha 1 chain"
13612,"CPD",0.1219,-0.26,"NA","carboxypeptidase D"
13613,"INTS4",0.1218,-1.28,"NA","integrator complex subunit 4"
13614,"PODN",0.1218,-0.095,"NA","podocan"
13615,"GPR27",0.1218,0.205,"NA","G protein-coupled receptor 27"
13616,"RASAL1",0.1217,-0.06,"NA","RAS protein activator like 1"
13617,"CLDN2",0.1217,0.015,"NA","claudin 2"
13618,"AMPD3",0.1217,0.01,"NA","adenosine monophosphate deaminase 3"
13619,"PRR23A",0.1215,-0.025,"NA","NA"
13620,"CCDC158",0.1215,-0.125,"NA","coiled-coil domain containing 158"
13621,"HFE",0.1215,0.04,"NA","homeostatic iron regulator"
13622,"ATP8B1",0.1214,0.155,"NA","ATPase phospholipid transporting 8B1"
13623,"ZSWIM6",0.1214,0.1,"NA","zinc finger SWIM-type containing 6"
13624,"EYA2",0.1214,0.065,"NA","EYA transcriptional coactivator and phosphatase 2"
13625,"MTRFR",0.1213,,,
13626,"EPHX4",0.1213,-0.1,"NA","epoxide hydrolase 4"
13627,"PRR16",0.1213,0.025,"NA","proline rich 16"
13628,"DTNA",0.1213,0.065,"NA","dystrobrevin alpha"
13629,"KLK7",0.1212,0.135,"NA","kallikrein related peptidase 7"
13630,"TRMT2B",0.1212,0.07,"NA","tRNA methyltransferase 2 homolog B"
13631,"ROBO3",0.1212,0.135,"NA","roundabout guidance receptor 3"
13632,"CFHR3",0.1211,-0.02,"NA","complement factor H related 3"
13633,"HMGXB4",0.1211,-0.03,"TF","HMG-box containing 4"
13634,"ZNF146",0.1211,0.22,"TF","NA"
13635,"SMIM8",0.1211,0.04,"NA","small integral membrane protein 8"
13636,"SYN2",0.121,,,
13637,"CYP19A1",0.121,-0.005,"NA","cytochrome P450 family 19 subfamily A member 1"
13638,"DGAT2L6",0.121,0.085,"NA","diacylglycerol O-acyltransferase 2 like 6"
13639,"HRK",0.1209,-0.44,"NA","harakiri"
13640,"TPSD1",0.1209,0.1,"NA","tryptase delta 1"
13641,"GSTA3",0.1209,-0.03,"NA","glutathione S-transferase alpha 3"
13642,"CBFA2T3",0.1209,0.055,"NA","CBFA2/RUNX1 partner transcriptional co-repressor 3"
13643,"DLG5",0.1208,-0.255,"NA","discs large MAGUK scaffold protein 5"
13644,"USP32",0.1208,-0.205,"NA","ubiquitin specific peptidase 32"
13645,"PKMYT1",0.1208,-1.42,"Kinase","protein kinase"
13646,"NT5DC1",0.1207,-0.075,"NA","5'-nucleotidase domain containing 1"
13647,"TMEM30B",0.1207,0.02,"NA","transmembrane protein 30B"
13648,"CSPP1",0.1207,-0.055,"NA","centrosome and spindle pole associated protein 1"
13649,"PODXL2",0.1206,-0.055,"NA","podocalyxin like 2"
13650,"FAM229B",0.1206,0.015,"NA","family with sequence similarity 229 member B"
13651,"VGLL2",0.1206,-0.095,"ChroRemod","vestigial like family member 2"
13652,"ZNF681",0.1205,-0.205,"TF","zinc finger protein 681"
13653,"EPN3",0.1205,-0.205,"NA","epsin 3"
13654,"GOLPH3",0.1205,0.11,"NA","golgi phosphoprotein 3"
13655,"UQCR11",0.1205,-0.37,"NA","ubiquinol-cytochrome c reductase"
13656,"APOBEC1",0.1204,-0.12,"NA","apolipoprotein B mRNA editing enzyme catalytic subunit 1"
13657,"NEK1",0.1204,-0.15,"Kinase","NIMA related kinase 1"
13658,"EPDR1",0.1204,0.085,"NA","ependymin related 1"
13659,"LAMA2",0.1203,0.035,"NA","laminin subunit alpha 2"
13660,"EPHB1",0.1203,0.05,"Kinase","EPH receptor B1"
13661,"TBXAS1",0.1202,-0.055,"NA","thromboxane A synthase 1"
13662,"CERKL",0.1202,0.055,"NA","ceramide kinase like"
13663,"IL9",0.1202,0.085,"NA","interleukin 9"
13664,"INCA1",0.1201,-0.015,"NA","inhibitor of CDK"
13665,"ZNF560",0.1201,0.01,"TF","zinc finger protein 560"
13666,"DDI1",0.1201,0.095,"NA","DNA damage inducible 1 homolog 1"
13667,"RGPD1",0.12,0.02,"NA","RANBP2 like and GRIP domain containing 1"
13668,"ATG16L2",0.12,-0.12,"NA","autophagy related 16 like 2"
13669,"KATNB1",0.1199,-0.53,"NA","katanin regulatory subunit B1"
13670,"NAPA",0.1199,-1.415,"NA","NSF attachment protein alpha"
13671,"OR1D5",0.1199,-0.06,"NA","olfactory receptor family 1 subfamily D member 5"
13672,"XCL2",0.1197,0.01,"NA","X-C motif chemokine ligand 2"
13673,"CDH13",0.1197,0.125,"NA","cadherin 13"
13674,"VPS11",0.1197,,,
13675,"DCBLD2",0.1197,0.115,"NA","discoidin"
13676,"ABCD2",0.1196,-0.045,"NA","ATP binding cassette subfamily D member 2"
13677,"CAMK2N2",0.1196,0.015,"NA","calcium/calmodulin dependent protein kinase II inhibitor 2"
13678,"SCUBE1",0.1196,0.025,"NA","signal peptide"
13679,"OR4C6",0.1195,-0.02,"NA","olfactory receptor family 4 subfamily C member 6"
13680,"SGF29",0.1195,-0.61,"NA","SAGA complex associated factor 29"
13681,"DDX41",0.1195,-1.265,"NA","DEAD-box helicase 41"
13682,"IL17F",0.1195,-0.065,"NA","interleukin 17F"
13683,"FOXJ3",0.1194,-0.05,"TF","forkhead box J3"
13684,"RPS6KA3",0.1194,-0.16,"Kinase","ribosomal protein S6 kinase A3"
13685,"FADD",0.1194,-0.265,"NA","Fas associated via death domain"
13686,"F13B",0.1193,-0.015,"NA","coagulation factor XIII B chain"
13687,"SERPINF1",0.1193,0.04,"NA","serpin family F member 1"
13688,"HAMP",0.1193,-0.53,"NA","hepcidin antimicrobial peptide"
13689,"MESP2",0.1193,-0.035,"TF","NA"
13690,"LPIN2",0.1192,0.1,"ChroRemod","lipin 2"
13691,"RNF123",0.1192,-0.42,"NA","ring finger protein 123"
13692,"RAB26",0.1192,-0.115,"NA","RAB26"
13693,"ATOH7",0.1191,-0.05,"TF","atonal bHLH transcription factor 7"
13694,"PAFAH1B3",0.1191,-0.095,"NA","NA"
13695,"EYA3",0.1191,-0.15,"NA","EYA transcriptional coactivator and phosphatase 3"
13696,"SNAPC5",0.119,-1.26,"TF","small nuclear RNA activating complex polypeptide 5"
13697,"FAM47B",0.119,0.045,"NA","family with sequence similarity 47 member B"
13698,"NOG",0.119,0.005,"NA","noggin"
13699,"CCDC43",0.1189,-0.395,"NA","coiled-coil domain containing 43"
13700,"FAM120A",0.1189,-0.255,"NA","family with sequence similarity 120A"
13701,"CD63",0.1189,-0.165,"NA","CD63 molecule"
13702,"SCAP",0.1189,-1.12,"NA","SREBF chaperone"
13703,"JADE3",0.1188,-0.14,"NA","jade family PHD finger 3"
13704,"ZNG1A",0.1188,,,
13705,"TMEM218",0.1187,-0.025,"NA","transmembrane protein 218"
13706,"THBD",0.1187,0.01,"NA","thrombomodulin"
13707,"HSD11B1",0.1186,-0.13,"NA","hydroxysteroid 11-beta dehydrogenase 1"
13708,"LDLRAD1",0.1186,-0.175,"NA","low density lipoprotein receptor class A domain containing 1"
13709,"EREG",0.1186,0.04,"NA","epiregulin"
13710,"H2AC15",0.1186,,,
13711,"SLC24A3",0.1185,0.165,"NA","solute carrier family 24 member 3"
13712,"ZNF665",0.1185,-0.01,"TF","NA"
13713,"RASSF7",0.1184,0.01,"NA","Ras association domain family member 7"
13714,"TRAK2",0.1184,0.035,"NA","trafficking kinesin protein 2"
13715,"PMF1-BGLAP",0.1184,,,
13716,"ZNF775",0.1183,0.01,"TF","zinc finger protein 775"
13717,"TAGAP",0.1183,0.11,"NA","T cell activation RhoGTPase activating protein"
13718,"DIS3L",0.1183,-0.265,"NA","DIS3 like exosome 3'-5' exoribonuclease"
13719,"ZBTB5",0.1182,-0.045,"TF","zinc finger and BTB domain containing 5"
13720,"UROS",0.1182,-0.16,"NA","uroporphyrinogen III synthase"
13721,"RIMS1",0.1182,-0.065,"NA","regulating synaptic membrane exocytosis 1"
13722,"LYN",0.1182,0.09,"Kinase","LYN proto-oncogene"
13723,"TMEM88",0.1181,-0.02,"NA","NA"
13724,"RAPGEF3",0.1181,0.065,"NA","Rap guanine nucleotide exchange factor 3"
13725,"CCNA1",0.1181,0.035,"NA","cyclin A1"
13726,"RAB39B",0.118,0.145,"NA","RAB39B"
13727,"SHBG",0.118,-0.1,"NA","sex hormone binding globulin"
13728,"SSBP4",0.118,-0.185,"NA","NA"
13729,"PPP2R2A",0.118,-0.28,"NA","protein phosphatase 2 regulatory subunit Balpha"
13730,"PEX12",0.1179,-0.055,"NA","peroxisomal biogenesis factor 12"
13731,"KCNK3",0.1179,0.17,"NA","potassium two pore domain channel subfamily K member 3"
13732,"CCDC92",0.1179,-0.025,"NA","coiled-coil domain containing 92"
13733,"FAM219A",0.1178,-0.29,"NA","family with sequence similarity 219 member A"
13734,"LYZL1",0.1178,-0.125,"NA","lysozyme like 1"
13735,"ALKBH3",0.1178,-0.12,"NA","alkB homolog 3"
13736,"ZNF174",0.1178,-0.165,"TF","zinc finger protein 174"
13737,"ADAD2",0.1177,-0.075,"NA","adenosine deaminase domain containing 2"
13738,"SIX3",0.1177,-0.015,"TF","SIX homeobox 3"
13739,"ACSM5",0.1177,0.055,"NA","acyl-CoA synthetase medium chain family member 5"
13740,"CBX3",0.1176,-0.07,"ChroRemod","chromobox 3"
13741,"PGK2",0.1176,0.185,"NA","phosphoglycerate kinase 2"
13742,"POGK",0.1176,-0.035,"TF","pogo transposable element derived with KRAB domain"
13743,"RPL12",0.1175,-1.795,"NA","ribosomal protein L12"
13744,"P4HB",0.1175,-0.085,"NA","prolyl 4-hydroxylase subunit beta"
13745,"SEPTIN10",0.1175,,,
13746,"STAB2",0.1174,0.01,"NA","stabilin 2"
13747,"PRMT6",0.1174,-0.075,"NA","protein arginine methyltransferase 6"
13748,"TRPM8",0.1174,-0.11,"NA","transient receptor potential cation channel subfamily M member 8"
13749,"VPS26B",0.1174,-0.01,"NA","VPS26"
13750,"TFDP1",0.1173,-0.61,"TF","transcription factor Dp-1"
13751,"IKBKG",0.1173,-0.14,"NA","inhibitor of nuclear factor kappa B kinase regulatory subunit gamma"
13752,"PRRG1",0.1173,0.075,"NA","proline rich and Gla domain 1"
13753,"DNAJC28",0.1172,0.055,"NA","DnaJ heat shock protein family (Hsp40) member C28"
13754,"NUDC",0.1172,-0.89,"NA","nuclear distribution C"
13755,"KRTAP19-3",0.117,,,
13756,"SLC7A6",0.117,-0.09,"NA","solute carrier family 7 member 6"
13757,"ZNF22",0.117,-0.04,"TF","zinc finger protein 22"
13758,"TRIM55",0.117,0.025,"NA","tripartite motif containing 55"
13759,"PIAS2",0.1169,0.07,"TF","protein inhibitor of activated STAT 2"
13760,"FCRLA",0.1169,0.13,"NA","Fc receptor like A"
13761,"ANKRD66",0.1169,0.005,"NA","ankyrin repeat domain 66"
13762,"BEX2",0.1168,-0.045,"NA","brain expressed X-linked 2"
13763,"TCEA3",0.1168,-0.085,"NA","transcription elongation factor A3"
13764,"PTPRK",0.1168,0.15,"NA","protein tyrosine phosphatase receptor type K"
13765,"ORM2",0.1168,-0.02,"NA","orosomucoid 2"
13766,"PLA2G3",0.1167,-0.05,"NA","phospholipase A2 group III"
13767,"IL2RA",0.1167,0,"NA","interleukin 2 receptor subunit alpha"
13768,"TRPC5OS",0.1167,,,
13769,"PTGFRN",0.1167,-0.1,"NA","prostaglandin F2 receptor inhibitor"
13770,"PRXL2B",0.1166,,,
13771,"OR2B6",0.1166,-0.05,"NA","olfactory receptor family 2 subfamily B member 6"
13772,"RNMT",0.1166,-1.045,"NA","RNA guanine-7 methyltransferase"
13773,"ACVRL1",0.1165,0.045,"Kinase","activin A receptor like type 1"
13774,"SSTR1",0.1165,-0.03,"NA","somatostatin receptor 1"
13775,"NFKBIA",0.1165,-0.105,"ChroRemod","NFKB inhibitor alpha"
13776,"DEDD2",0.1165,0.11,"NA","death effector domain containing 2"
13777,"ARHGDIA",0.1164,-0.09,"NA","Rho GDP dissociation inhibitor alpha"
13778,"FANCD2",0.1164,-0.23,"NA","FA complementation group D2"
13779,"HNRNPF",0.1164,-0.275,"NA","heterogeneous nuclear ribonucleoprotein F"
13780,"DCAF12",0.1163,-0.02,"NA","DDB1 and CUL4 associated factor 12"
13781,"PREX2",0.1163,0.11,"NA","phosphatidylinositol-3"
13782,"OR4N5",0.1163,-0.045,"NA","olfactory receptor family 4 subfamily N member 5"
13783,"TRERF1",0.1163,-0.125,"TF","transcriptional regulating factor 1"
13784,"C21orf58",0.1162,-0.035,"NA","chromosome 21 open reading frame 58"
13785,"USP17L12",0.1162,-0.17,"NA","ubiquitin specific peptidase 17 like family member 12"
13786,"NSA2",0.1162,-1.19,"NA","NSA2 ribosome biogenesis factor"
13787,"TUT7",0.1161,-0.065,"NA","terminal uridylyl transferase 7"
13788,"CHST13",0.116,0.085,"NA","carbohydrate sulfotransferase 13"
13789,"DHX32",0.116,-0.04,"NA","DEAH-box helicase 32 (putative)"
13790,"KCNK2",0.116,0.075,"NA","potassium two pore domain channel subfamily K member 2"
13791,"PROB1",0.1159,-0.22,"NA","proline rich basic protein 1"
13792,"DDX23",0.1159,-1.015,"NA","DEAD-box helicase 23"
13793,"CABLES2",0.1159,-0.06,"NA","Cdk5 and Abl enzyme substrate 2"
13794,"KPRP",0.1159,0.17,"NA","keratinocyte proline rich protein"
13795,"TNFAIP1",0.1158,0.015,"NA","TNF alpha induced protein 1"
13796,"FAM3C",0.1158,0.25,"NA","FAM3 metabolism regulating signaling molecule C"
13797,"USP17L11",0.1158,,,
13798,"NTNG2",0.1157,-0.03,"NA","netrin G2"
13799,"H2AB3",0.1157,,,
13800,"CGNL1",0.1157,-0.005,"NA","cingulin like 1"
13801,"XAB2",0.1157,-2.05,"NA","NA"
13802,"HAO2",0.1156,-0.305,"NA","hydroxyacid oxidase 2"
13803,"TM4SF4",0.1156,-0.17,"NA","transmembrane 4 L six family member 4"
13804,"NME9",0.1156,0.03,"NA","NME/NM23 family member 9"
13805,"CSAD",0.1155,-0.19,"NA","cysteine sulfinic acid decarboxylase"
13806,"MCRIP2",0.1155,-0.105,"NA","MAPK regulated corepressor interacting protein 2"
13807,"OR2AG2",0.1154,0.075,"NA","olfactory receptor family 2 subfamily AG member 2"
13808,"HNRNPUL1",0.1154,0.01,"NA","heterogeneous nuclear ribonucleoprotein U like 1"
13809,"AVPR1A",0.1154,-0.315,"NA","arginine vasopressin receptor 1A"
13810,"XRCC1",0.1154,-0.34,"NA","X-ray repair cross complementing 1"
13811,"KLF5",0.1153,-0.3,"TF","Kruppel like factor 5"
13812,"GNE",0.1153,-0.035,"NA","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase"
13813,"CDPF1",0.1153,-0.05,"NA","cysteine rich DPF motif domain containing 1"
13814,"CDRT4",0.1152,,,
13815,"CDA",0.1152,0.12,"NA","cytidine deaminase"
13816,"RIPPLY1",0.1152,0.105,"NA","ripply transcriptional repressor 1"
13817,"ACYP2",0.1152,0.05,"NA","acylphosphatase 2"
13818,"EI24",0.1151,,,
13819,"HOXA6",0.1151,-0.145,"TF","homeobox A6"
13820,"SLC41A1",0.1151,0.05,"NA","solute carrier family 41 member 1"
13821,"MBD3L5",0.115,0.085,"NA","methyl-CpG binding domain protein 3 like 5"
13822,"TEKT1",0.115,-0.075,"NA","tektin 1"
13823,"USP17L19",0.115,,,
13824,"EPHA6",0.115,0.085,"Kinase","EPH receptor A6"
13825,"CACTIN",0.1149,-1.16,"NA","cactin"
13826,"MOB1B",0.1149,0.08,"NA","MOB kinase activator 1B"
13827,"LVRN",0.1148,0.055,"NA","laeverin"
13828,"HLA-DOB",0.1148,,,
13829,"SLC6A20",0.1148,-0.04,"NA","solute carrier family 6 member 20"
13830,"HMGCR",0.1147,-1.035,"NA","3-hydroxy-3-methylglutaryl-CoA reductase"
13831,"HLF",0.1147,-0.115,"TF","HLF transcription factor"
13832,"GPN3",0.1147,-1.21,"NA","GPN-loop GTPase 3"
13833,"DVL2",0.1146,-0.05,"NA","dishevelled segment polarity protein 2"
13834,"KLHL35",0.1146,-0.02,"NA","kelch like family member 35"
13835,"ERG",0.1146,-0.03,"TF","ETS transcription factor ERG"
13836,"FPGS",0.1145,-0.5,"NA","folylpolyglutamate synthase"
13837,"DEPDC5",0.1145,0.125,"NA","DEP domain containing 5"
13838,"LZTS2",0.1145,0,"NA","leucine zipper tumor suppressor 2"
13839,"PLIN4",0.1144,-0.155,"NA","perilipin 4"
13840,"WNK2",0.1144,,,
13841,"CHRM4",0.1144,-0.165,"NA","cholinergic receptor muscarinic 4"
13842,"CSTF1",0.1144,-0.865,"NA","cleavage stimulation factor subunit 1"
13843,"ADAMTS13",0.1143,-0.045,"NA","ADAM metallopeptidase with thrombospondin type 1 motif 13"
13844,"KCNG1",0.1143,-0.09,"NA","potassium voltage-gated channel modifier subfamily G member 1"
13845,"RABEP1",0.1143,-0.065,"NA","NA"
13846,"MINPP1",0.1143,-0.09,"NA","multiple inositol-polyphosphate phosphatase 1"
13847,"BST1",0.1142,0.04,"NA","bone marrow stromal cell antigen 1"
13848,"DOCK11",0.1142,0.08,"NA","dedicator of cytokinesis 11"
13849,"FAU",0.1141,-1.945,"NA","FAU ubiquitin like and ribosomal protein S30 fusion"
13850,"C2CD4A",0.1141,-0.11,"NA","C2 calcium dependent domain containing 4A"
13851,"POTEG",0.1141,-0.595,"NA","POTE ankyrin domain family member G"
13852,"FLT3LG",0.1141,-0.115,"NA","fms related receptor tyrosine kinase 3 ligand"
13853,"CRTAM",0.114,-0.09,"NA","cytotoxic and regulatory T cell molecule"
13854,"ASCL4",0.114,-0.055,"TF","achaete-scute family bHLH transcription factor 4"
13855,"RPL34",0.114,-1.56,"NA","ribosomal protein L34"
13856,"TPPP2",0.1139,0.065,"NA","tubulin polymerization promoting protein family member 2"
13857,"TWF1",0.1139,-0.33,"Kinase","twinfilin actin binding protein 1"
13858,"LSM4",0.1139,-1.585,"NA","NA"
13859,"MMD",0.1138,0.025,"NA","monocyte to macrophage differentiation associated"
13860,"COL25A1",0.1138,-0.09,"NA","collagen type XXV alpha 1 chain"
13861,"SDCCAG8",0.1138,0.1,"NA","SHH signaling and ciliogenesis regulator SDCCAG8"
13862,"CBX2",0.1137,0.015,"TF","chromobox 2"
13863,"STAM2",0.1137,-0.105,"NA","signal transducing adaptor molecule 2"
13864,"ARAF",0.1137,0.105,"Kinase","A-Raf proto-oncogene"
13865,"AGO3",0.1137,-0.185,"NA","argonaute RISC catalytic component 3"
13866,"GK2",0.1136,0,"NA","glycerol kinase 2"
13867,"MSH2",0.1136,-0.27,"NA","mutS homolog 2"
13868,"CZIB",0.1135,,,
13869,"CDC20",0.1135,-1.765,"NA","cell division cycle 20"
13870,"NSUN6",0.1135,0.09,"NA","NOP2/Sun RNA methyltransferase 6"
13871,"FCSK",0.1135,,,
13872,"CPED1",0.1134,0.06,"NA","cadherin like and PC-esterase domain containing 1"
13873,"LRRC74B",0.1134,,,
13874,"UGGT1",0.1134,-0.02,"NA","UDP-glucose glycoprotein glucosyltransferase 1"
13875,"DMRTC1",0.1134,0.015,"TF","DMRT like family C1"
13876,"TSSC4",0.1133,0.155,"NA","tumor suppressing subtransferable candidate 4"
13877,"SLC34A2",0.1133,0.075,"NA","solute carrier family 34 member 2"
13878,"REEP5",0.1133,0.065,"NA","receptor accessory protein 5"
13879,"RPS27",0.1132,-0.435,"NA","ribosomal protein S27"
13880,"SMS",0.1132,-0.32,"NA","spermine synthase"
13881,"TAS2R16",0.1132,0.195,"NA","taste 2 receptor member 16"
13882,"HIF3A",0.1132,0.095,"TF","hypoxia inducible factor 3 subunit alpha"
13883,"YARS1",0.1131,,,
13884,"VGLL1",0.1131,0.22,"ChroRemod","vestigial like family member 1"
13885,"CNN3",0.1131,-0.01,"NA","calponin 3"
13886,"SAP130",0.113,-0.515,"ChroRemod","Sin3A associated protein 130"
13887,"CYGB",0.113,-0.005,"NA","cytoglobin"
13888,"GPR160",0.113,0.04,"NA","G protein-coupled receptor 160"
13889,"SUSD5",0.113,-0.075,"NA","sushi domain containing 5"
13890,"NOLC1",0.1129,-0.625,"NA","nucleolar and coiled-body phosphoprotein 1"
13891,"MAP3K20",0.1129,-0.095,"NA","mitogen-activated protein kinase kinase kinase 20"
13892,"LRFN5",0.1129,0.095,"NA","leucine rich repeat and fibronectin type III domain containing 5"
13893,"COG6",0.1128,-0.425,"NA","component of oligomeric golgi complex 6"
13894,"ELOB",0.1128,-1.38,"NA","elongin B"
13895,"SLC25A1",0.1128,-0.23,"NA","solute carrier family 25 member 1"
13896,"HOXD4",0.1128,-0.04,"TF","homeobox D4"
13897,"ISYNA1",0.1127,-0.385,"NA","inositol-3-phosphate synthase 1"
13898,"ARIH2OS",0.1127,-0.075,"NA","ARIH2 opposite strand lncRNA"
13899,"MSN",0.1127,-0.05,"NA","moesin"
13900,"OR2AT4",0.1126,0.065,"NA","olfactory receptor family 2 subfamily AT member 4"
13901,"ABCA9",0.1126,0.12,"NA","ATP binding cassette subfamily A member 9"
13902,"RUNDC1",0.1126,-0.085,"NA","NA"
13903,"GAB2",0.1126,-0.21,"NA","GRB2 associated binding protein 2"
13904,"PTGR2",0.1125,0.055,"NA","prostaglandin reductase 2"
13905,"RIMS4",0.1125,0.17,"NA","regulating synaptic membrane exocytosis 4"
13906,"CETN3",0.1125,-0.065,"NA","centrin 3"
13907,"GPR34",0.1125,-0.005,"NA","G protein-coupled receptor 34"
13908,"TACC1",0.1124,-0.03,"NA","transforming acidic coiled-coil containing protein 1"
13909,"GRIP1",0.1124,0.03,"ChroRemod","glutamate receptor interacting protein 1"
13910,"SERPINB8",0.1124,-0.03,"NA","serpin family B member 8"
13911,"PDE1C",0.1123,-0.07,"NA","phosphodiesterase 1C"
13912,"MTERF1",0.1123,0.03,"TF","mitochondrial transcription termination factor 1"
13913,"TTC1",0.1123,-1.04,"NA","tetratricopeptide repeat domain 1"
13914,"BID",0.1123,0,"NA","BH3 interacting domain death agonist"
13915,"KRT24",0.1122,0.01,"NA","keratin 24"
13916,"PROKR2",0.1122,-0.11,"NA","prokineticin receptor 2"
13917,"KRT27",0.1121,-0.025,"NA","keratin 27"
13918,"ZMYM1",0.1121,0.02,"NA","zinc finger MYM-type containing 1"
13919,"SGIP1",0.112,-0.155,"NA","SH3GL interacting endocytic adaptor 1"
13920,"KLF1",0.112,-0.23,"TF","Kruppel like factor 1"
13921,"GNB3",0.112,-0.14,"NA","G protein subunit beta 3"
13922,"CNN2",0.1119,-0.46,"NA","calponin 2"
13923,"LRP11",0.1119,0.17,"NA","LDL receptor related protein 11"
13924,"LIPM",0.1119,-0.13,"NA","lipase family member M"
13925,"ZNF12",0.1119,-0.025,"TF","zinc finger protein 12"
13926,"EIF3M",0.1118,-0.97,"NA","eukaryotic translation initiation factor 3 subunit M"
13927,"FBXO24",0.1118,-0.01,"NA","F-box protein 24"
13928,"PPARD",0.1118,0,"TF","peroxisome proliferator activated receptor delta"
13929,"HEPACAM2",0.1118,0.02,"NA","HEPACAM family member 2"
13930,"PRTN3",0.1117,0.015,"NA","NA"
13931,"GJC2",0.1117,0.075,"NA","gap junction protein gamma 2"
13932,"UQCRC1",0.1116,-0.6,"NA","ubiquinol-cytochrome c reductase core protein 1"
13933,"PSMA4",0.1116,-1.445,"NA","proteasome 20S subunit alpha 4"
13934,"FBXW10B",0.1116,,,
13935,"SMIM19",0.1116,0.085,"NA","small integral membrane protein 19"
13936,"BCAR3",0.1115,-0.135,"NA","BCAR3 adaptor protein"
13937,"SGCD",0.1115,0.025,"NA","sarcoglycan delta"
13938,"POLR3F",0.1115,-0.995,"NA","RNA polymerase III subunit F"
13939,"SCO2",0.1114,-0.18,"NA","synthesis of cytochrome C oxidase 2"
13940,"THRB",0.1114,0.085,"TF","thyroid hormone receptor beta"
13941,"MYOZ1",0.1113,0.015,"NA","myozenin 1"
13942,"XYLT2",0.1113,-0.365,"NA","xylosyltransferase 2"
13943,"SLC33A1",0.1113,-0.22,"NA","solute carrier family 33 member 1"
13944,"SPATA20",0.1112,-0.09,"NA","spermatogenesis associated 20"
13945,"JAML",0.1112,-0.045,"NA","junction adhesion molecule like"
13946,"CELF2",0.1112,-0.035,"NA","CUGBP Elav-like family member 2"
