"Rank","Genes ranked in the direction 1","'-log10(RRA score)'","KO essential score","Brief feature","Description"
2430,"TRH",0.8727,0.14,"NA","thyrotropin releasing hormone"
2431,"SFPQ",0.8726,-1.435,"TF","splicing factor proline and glutamine rich"
2432,"KRTAP13-4",0.8723,,,
2433,"DNAJC12",0.8722,-0.095,"NA","DnaJ heat shock protein family (Hsp40) member C12"
2434,"MYF6",0.8722,-0.15,"TF","myogenic factor 6"
2435,"PABPC4",0.8716,-0.075,"NA","poly(A) binding protein cytoplasmic 4"
2436,"SURF4",0.8716,-0.17,"NA","surfeit 4"
2437,"CEP19",0.8714,-0.07,"NA","centrosomal protein 19"
2438,"OR8G1",0.8712,,,
2439,"GLB1L2",0.8711,0.11,"NA","galactosidase beta 1 like 2"
2440,"EXOC5",0.8708,-0.545,"NA","exocyst complex component 5"
2441,"FOLH1",0.8705,-0.14,"NA","folate hydrolase 1"
2442,"PTPRZ1",0.8705,-0.065,"NA","protein tyrosine phosphatase receptor type Z1"
2443,"ATAT1",0.8703,0.045,"NA","alpha tubulin acetyltransferase 1"
2444,"SLURP1",0.8702,0.12,"NA","secreted LY6/PLAUR domain containing 1"
2445,"VEGFB",0.8699,-0.08,"NA","vascular endothelial growth factor B"
2446,"HSPA4",0.8697,-0.035,"NA","heat shock protein family A (Hsp70) member 4"
2447,"USP47",0.8696,-0.02,"NA","ubiquitin specific peptidase 47"
2448,"TGM5",0.8694,0.04,"NA","transglutaminase 5"
2449,"NOX3",0.8694,0.125,"NA","NADPH oxidase 3"
2450,"TUT7",0.8693,-0.065,"NA","terminal uridylyl transferase 7"
2451,"STOML1",0.869,-0.02,"NA","stomatin like 1"
2452,"C4orf36",0.8688,0.08,"NA","chromosome 4 open reading frame 36"
2453,"HSPB3",0.8688,0.005,"NA","heat shock protein family B (small) member 3"
2454,"POTEM",0.8688,-0.57,"NA","POTE ankyrin domain family member M"
2455,"ANKRD37",0.8687,0.075,"NA","ankyrin repeat domain 37"
2456,"NUP54",0.8682,-0.78,"NA","nucleoporin 54"
2457,"GPR156",0.8681,0.085,"NA","G protein-coupled receptor 156"
2458,"GPR151",0.8678,-0.075,"NA","G protein-coupled receptor 151"
2459,"OR10A5",0.8677,0.065,"NA","olfactory receptor family 10 subfamily A member 5"
2460,"OR2C1",0.8677,-0.03,"NA","olfactory receptor family 2 subfamily C member 1"
2461,"DNAJC1",0.8676,0.085,"TF","DnaJ heat shock protein family (Hsp40) member C1"
2462,"ACAN",0.8671,-0.04,"NA","aggrecan"
2463,"NCMAP",0.867,-0.16,"NA","non-compact myelin associated protein"
2464,"EFHC2",0.8666,-0.05,"NA","EF-hand domain containing 2"
2465,"KCNK5",0.8666,0.035,"NA","potassium two pore domain channel subfamily K member 5"
2466,"KIF7",0.8666,-0.09,"NA","kinesin family member 7"
2467,"MYOT",0.8663,-0.075,"NA","myotilin"
2468,"NOPCHAP1",0.8663,,,
2469,"SOX6",0.866,0.035,"TF","SRY-box transcription factor 6"
2470,"GPT",0.8655,-0.035,"NA","glutamic--pyruvic transaminase"
2471,"RHOV",0.8654,-0.03,"NA","ras homolog family member V"
2472,"HSH2D",0.8652,,,
2473,"MED23",0.8649,-0.19,"ChroRemod","mediator complex subunit 23"
2474,"PHKB",0.8649,-0.035,"NA","phosphorylase kinase regulatory subunit beta"
2475,"TAS2R14",0.8648,0.025,"NA","taste 2 receptor member 14"
2476,"SOGA3",0.8646,-0.02,"NA","SOGA family member 3"
2477,"RINT1",0.8643,-0.88,"NA","RAD50 interactor 1"
2478,"NIPA2",0.8642,-0.275,"NA","NIPA magnesium transporter 2"
2479,"DACH2",0.8639,0.045,"TF","dachshund family transcription factor 2"
2480,"RASSF8",0.8639,-0.025,"NA","Ras association domain family member 8"
2481,"GOT1",0.8634,-0.04,"NA","glutamic-oxaloacetic transaminase 1"
2482,"CETN3",0.8633,-0.065,"NA","centrin 3"
2483,"OTUD4",0.8632,-0.06,"NA","OTU deubiquitinase 4"
2484,"WDR43",0.8627,-1.795,"NA","WD repeat domain 43"
2485,"NT5C3A",0.8622,-0.125,"NA","5'-nucleotidase"
2486,"BACE1",0.8621,-0.12,"NA","beta-secretase 1"
2487,"HADHA",0.8621,-0.145,"NA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"
2488,"NPY",0.8616,-0.07,"NA","neuropeptide Y"
2489,"TDG",0.8616,-0.23,"NA","thymine DNA glycosylase"
2490,"DCAF12",0.861,-0.02,"NA","DDB1 and CUL4 associated factor 12"
2491,"TTC14",0.861,-0.225,"NA","tetratricopeptide repeat domain 14"
2492,"TIMM17B",0.861,-0.035,"NA","translocase of inner mitochondrial membrane 17B"
2493,"TMEM182",0.8609,0.055,"NA","transmembrane protein 182"
2494,"TNFSF18",0.8607,0.165,"NA","TNF superfamily member 18"
2495,"IRAK3",0.8605,0.04,"Kinase","interleukin 1 receptor associated kinase 3"
2496,"RAD54L",0.86,-0.195,"NA","RAD54 like"
2497,"GPX7",0.8599,-0.05,"NA","glutathione peroxidase 7"
2498,"SMTNL1",0.8599,,,
2499,"TAAR5",0.8594,0.075,"NA","trace amine associated receptor 5"
2500,"TMEM121",0.8591,-0.085,"NA","transmembrane protein 121"
2501,"CAMKMT",0.8589,-0.105,"NA","calmodulin-lysine N-methyltransferase"
2502,"GAB1",0.8588,-0.145,"NA","GRB2 associated binding protein 1"
2503,"GCK",0.8588,0.055,"NA","glucokinase"
2504,"RAB32",0.8588,0.08,"NA","RAB32"
2505,"EGR3",0.8585,0.12,"TF","early growth response 3"
2506,"DAO",0.8583,-0.11,"NA","D-amino acid oxidase"
2507,"EEA1",0.8577,-0.025,"TF","early endosome antigen 1"
2508,"ELP4",0.8572,-0.665,"NA","elongator acetyltransferase complex subunit 4"
2509,"LIF",0.857,-0.105,"NA","LIF interleukin 6 family cytokine"
2510,"ZNF106",0.8567,-0.16,"NA","zinc finger protein 106"
2511,"RPL32",0.8562,-1.52,"NA","ribosomal protein L32"
2512,"BMERB1",0.8561,,,
2513,"CRYGD",0.8558,-0.18,"NA","crystallin gamma D"
2514,"USP31",0.8556,0.075,"NA","ubiquitin specific peptidase 48"
2515,"MFSD14B",0.855,-0.005,"NA","major facilitator superfamily domain containing 14B"
2516,"SREK1IP1",0.855,-0.225,"NA","SREK1 interacting protein 1"
2517,"MGAT3",0.8549,-0.035,"NA","beta-1"
2518,"FUS",0.8548,-0.045,"NA","FUS RNA binding protein"
2519,"ARL6",0.8545,0.11,"NA","ADP ribosylation factor like GTPase 6"
2520,"MORN5",0.8545,-0.06,"NA","MORN repeat containing 5"
2521,"FAM156B",0.8545,-0.06,"NA","family with sequence similarity 156 member B"
2522,"CCDC97",0.8539,-0.055,"NA","coiled-coil domain containing 97"
2523,"HAX1",0.8539,-0.285,"NA","HCLS1 associated protein X-1"
2524,"PARP3",0.8539,-0.065,"NA","poly(ADP-ribose) polymerase family member 3"
2525,"NUP58",0.8537,-0.485,"NA","nucleoporin 58"
2526,"CYP1B1",0.8534,0.085,"NA","cytochrome P450 family 1 subfamily B member 1"
2527,"CIRBP",0.8531,-0.01,"NA","cold inducible RNA binding protein"
2528,"FOXJ2",0.853,-0.045,"TF","forkhead box J2"
2529,"NCOA3",0.8529,-0.105,"TF","nuclear receptor coactivator 3"
2530,"CNTRL",0.8527,-0.12,"NA","centriolin"
2531,"RTP3",0.8527,-0.03,"NA","receptor transporter protein 3"
2532,"RPGRIP1L",0.8524,0.065,"NA","RPGRIP1 like"
2533,"ANGPT4",0.8523,0.3,"NA","angiopoietin 4"
2534,"ZSWIM9",0.8523,,,
2535,"FHAD1",0.8522,,,
2536,"EDEM3",0.8521,-0.04,"NA","ER degradation enhancing alpha-mannosidase like protein 3"
2537,"MAEA",0.8518,-0.42,"NA","macrophage erythroblast attacher"
2538,"SYNGR2",0.8514,-0.095,"NA","synaptogyrin 2"
2539,"NOB1",0.8513,-1.085,"NA","NIN1 (RPN12) binding protein 1 homolog"
2540,"KDELR2",0.8507,-0.105,"NA","KDEL endoplasmic reticulum protein retention receptor 2"
2541,"CACNA1C",0.8505,-0.005,"NA","calcium voltage-gated channel subunit alpha1 C"
2542,"CTSK",0.8503,-0.2,"NA","cathepsin K"
2543,"NBR1",0.8503,-0.075,"NA","NBR1 autophagy cargo receptor"
2544,"SLIRP",0.8502,-0.315,"NA","SRA stem-loop interacting RNA binding protein"
2545,"PIGA",0.8499,0.13,"NA","phosphatidylinositol glycan anchor biosynthesis class A"
2546,"GSTM5",0.8497,-0.235,"NA","glutathione S-transferase mu 5"
2547,"MTDH",0.8496,-0.045,"NA","metadherin"
2548,"UBE2B",0.8491,0.055,"NA","ubiquitin conjugating enzyme E2 B"
2549,"TJP1",0.8491,-0.115,"NA","tight junction protein 1"
2550,"NID1",0.8487,-0.02,"NA","nidogen 1"
2551,"BRSK2",0.8486,0,"Kinase","BR serine/threonine kinase 2"
2552,"CLTC",0.8486,-1.325,"NA","clathrin heavy chain"
2553,"CD101",0.8484,-0.24,"NA","CD101 molecule"
2554,"TNFSF13B",0.848,0.025,"NA","TNF superfamily member 13b"
2555,"ZNF532",0.848,-0.145,"TF","zinc finger protein 532"
2556,"ATP8B4",0.8478,0.18,"NA","ATPase phospholipid transporting 8B4 (putative)"
2557,"TNP1",0.8475,-0.04,"ChroRemod","transition protein 1"
2558,"SLC14A1",0.8474,0.07,"NA","solute carrier family 14 member 1 (Kidd blood group)"
2559,"UBL4A",0.847,-0.005,"NA","ubiquitin like 4A"
2560,"ITGBL1",0.8469,0.125,"NA","integrin subunit beta like 1"
2561,"BPIFB5P",0.8469,,,
2562,"REC8",0.8466,-0.25,"NA","REC8 meiotic recombination protein"
2563,"TAS2R1",0.8466,0.12,"NA","taste 2 receptor member 1"
2564,"CARHSP1",0.8464,0.145,"TF","calcium regulated heat stable protein 1"
2565,"UBE2O",0.8464,-0.325,"NA","ubiquitin conjugating enzyme E2 O"
2566,"AKR1B15",0.8463,-0.235,"NA","aldo-keto reductase family 1 member B15"
2567,"ARHGAP19",0.8462,-0.135,"NA","Rho GTPase activating protein 19"
2568,"OR52N4",0.8461,0.125,"NA","olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)"
2569,"MTHFD1",0.8459,-0.305,"NA","methylenetetrahydrofolate dehydrogenase"
2570,"MXD1",0.8456,0.1,"TF","MAX dimerization protein 1"
2571,"ART1",0.8449,-0.03,"NA","ADP-ribosyltransferase 1"
2572,"POTEJ",0.8449,-0.02,"NA","POTE ankyrin domain family member J"
2573,"CPA2",0.8447,-0.01,"NA","carboxypeptidase A2"
2574,"DSG4",0.8446,-0.07,"NA","desmoglein 4"
2575,"FAM83G",0.8444,-0.06,"NA","family with sequence similarity 83 member G"
2576,"CDCA8",0.8443,-1.255,"NA","cell division cycle associated 8"
2577,"PGM2L1",0.8443,-0.03,"NA","phosphoglucomutase 2 like 1"
2578,"UPK3B",0.8441,0.09,"NA","uroplakin 3B"
2579,"AP5S1",0.8439,0.04,"NA","adaptor related protein complex 5 subunit sigma 1"
2580,"SLC25A45",0.8438,-0.13,"NA","solute carrier family 25 member 45"
2581,"ZMAT3",0.8438,0.115,"NA","zinc finger matrin-type 3"
2582,"DNAAF3",0.8434,0.13,"NA","dynein axonemal assembly factor 3"
2583,"RAB3IL1",0.8433,-0.035,"NA","RAB3A interacting protein like 1"
2584,"LCE3D",0.8433,0,"NA","late cornified envelope 3D"
2585,"SENP6",0.8428,-1.13,"NA","SUMO specific peptidase 6"
2586,"PLA2G2C",0.8428,,,
2587,"FOXA1",0.8427,-0.145,"TF","forkhead box A1"
2588,"NPAS2",0.8427,0.08,"TF","neuronal PAS domain protein 2"
2589,"CPZ",0.8422,-0.03,"NA","carboxypeptidase Z"
2590,"GUK1",0.8422,-1.3,"NA","guanylate kinase 1"
2591,"PFN2",0.8417,-0.095,"NA","profilin 2"
2592,"PPA2",0.8417,-0.44,"NA","inorganic pyrophosphatase 2"
2593,"HRCT1",0.8412,0.06,"NA","histidine rich carboxyl terminus 1"
2594,"TGFBR2",0.8411,0.065,"Kinase","transforming growth factor beta receptor 2"
2595,"BTBD16",0.8409,0.045,"NA","BTB domain containing 16"
2596,"FBXO30",0.8406,0.15,"NA","F-box protein 30"
2597,"TAGLN",0.8403,-0.055,"NA","transgelin"
2598,"INTS3",0.8401,-1.275,"NA","integrator complex subunit 3"
2599,"EGLN1",0.8396,-0.21,"NA","egl-9 family hypoxia inducible factor 1"
2600,"ZNF667",0.8395,0.1,"TF","NA"
2601,"TYSND1",0.8391,-0.01,"NA","trypsin domain containing 1"
2602,"KRTAP9-1",0.8391,,,
2603,"CAMKV",0.8387,-0.065,"Kinase","CaM kinase like vesicle associated"
2604,"FRRS1L",0.8386,0.035,"NA","ferric chelate reductase 1 like"
2605,"TBC1D8",0.8386,-0.195,"NA","TBC1 domain family member 8"
2606,"BCAP31",0.8383,-0.325,"NA","B cell receptor associated protein 31"
2607,"LRRC56",0.8383,-0.02,"NA","leucine rich repeat containing 56"
2608,"SCYL1",0.838,-0.51,"Kinase","SCY1 like pseudokinase 1"
2609,"RAP2A",0.838,-0.17,"NA","RAP2A"
2610,"GPAT2",0.8376,-0.265,"NA","glycerol-3-phosphate acyltransferase 2"
2611,"ZNF618",0.8376,0.015,"TF","zinc finger protein 618"
2612,"NEPRO",0.8375,-1.1,"NA","nucleolus and neural progenitor protein"
2613,"CCDC175",0.8373,0.015,"NA","coiled-coil domain containing 175"
2614,"SMAD1",0.837,0.205,"TF","SMAD family member 1"
2615,"CNN1",0.8367,-0.11,"NA","calponin 1"
2616,"RALGDS",0.8366,-0.05,"NA","ral guanine nucleotide dissociation stimulator"
2617,"VWA5B1",0.8366,,,
2618,"PTGS2",0.8361,0.17,"NA","prostaglandin-endoperoxide synthase 2"
2619,"CRB3",0.836,0.075,"NA","crumbs cell polarity complex component 3"
2620,"SAA4",0.8357,-0.075,"NA","serum amyloid A4"
2621,"LIN52",0.8355,-0.705,"NA","lin-52 DREAM MuvB core complex component"
2622,"FAM47E",0.8354,-0.03,"NA","family with sequence similarity 47 member E"
2623,"TSPAN5",0.8354,0.01,"NA","tetraspanin 5"
2624,"GPR37",0.8347,0.235,"NA","G protein-coupled receptor 37"
2625,"NET1",0.8347,0.005,"NA","solute carrier family 6 member 2"
2626,"TEX13C",0.8345,,,
2627,"ZCCHC10",0.8344,-0.14,"NA","zinc finger CCHC-type containing 10"
2628,"PDILT",0.8339,0.085,"NA","protein disulfide isomerase like"
2629,"LRBA",0.8339,0.05,"NA","LPS responsive beige-like anchor protein"
2630,"POGLUT1",0.8339,-0.115,"NA","protein O-glucosyltransferase 1"
2631,"YWHAH",0.8335,0.05,"NA","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta"
2632,"GSTP1",0.8334,-0.205,"NA","glutathione S-transferase pi 1"
2633,"CDT1",0.8334,-1.65,"NA","chromatin licensing and DNA replication factor 1"
2634,"LYPD8",0.8332,,,
2635,"RASGRP1",0.8331,-0.12,"NA","RAS guanyl releasing protein 1"
2636,"GREM2",0.8329,0.035,"NA","gremlin 2"
2637,"DNAH2",0.8329,-0.145,"NA","dynein axonemal heavy chain 2"
2638,"STIMATE-MUSTN1",0.8328,,,
2639,"UBE4A",0.8319,0.135,"NA","ubiquitination factor E4A"
2640,"PLOD2",0.8318,0.07,"NA","procollagen-lysine"
2641,"HESX1",0.8316,-0.195,"TF","HESX homeobox 1"
2642,"SYMPK",0.8315,-1.26,"NA","symplekin"
2643,"IL21R",0.8313,-0.035,"NA","interleukin 21 receptor"
2644,"GPN1",0.8308,-1.56,"NA","GPN-loop GTPase 1"
2645,"CFAP91",0.8308,,,
2646,"FRYL",0.8303,0.075,"NA","FRY like transcription coactivator"
2647,"TNFAIP8L3",0.8303,-0.145,"NA","NA"
2648,"TRUB2",0.8299,-0.34,"NA","TruB pseudouridine synthase family member 2"
2649,"COX4I1",0.8298,-0.4,"NA","cytochrome c oxidase subunit 4I1"
2650,"NPS",0.8293,0.18,"NA","neuropeptide S"
2651,"C1orf105",0.8288,-0.025,"NA","chromosome 1 open reading frame 105"
2652,"GUCD1",0.8288,-0.085,"NA","guanylyl cyclase domain containing 1"
2653,"RECQL4",0.8287,,,
2654,"PCDH17",0.8283,0.035,"NA","protocadherin 17"
2655,"ILF2",0.8283,-0.995,"NA","interleukin enhancer binding factor 2"
2656,"CMA1",0.8279,-0.06,"NA","chymase 1"
2657,"HS3ST2",0.8278,0.11,"NA","heparan sulfate-glucosamine 3-sulfotransferase 2"
2658,"OSBPL1A",0.8278,-0.105,"NA","oxysterol binding protein like 1A"
2659,"LRRC42",0.8277,-0.01,"NA","leucine rich repeat containing 42"
2660,"PELI2",0.8276,0.01,"NA","pellino E3 ubiquitin protein ligase family member 2"
2661,"FOXR1",0.8274,0.065,"TF","forkhead box R1"
2662,"MATR3",0.8273,-0.355,"NA","matrin 3"
2663,"DYNC2I1",0.8273,,,
2664,"ACCS",0.827,0.005,"NA","1-aminocyclopropane-1-carboxylate synthase homolog (inactive)"
2665,"BCOR",0.8267,0.015,"ChroRemod","BCL6 corepressor"
2666,"ST6GALNAC6",0.8267,-0.095,"NA","ST6 N-acetylgalactosaminide alpha-2"
2667,"EFS",0.8267,-0.115,"NA","embryonal Fyn-associated substrate"
2668,"BATF",0.8262,-0.005,"TF","basic leucine zipper ATF-like transcription factor"
2669,"OR10V1",0.8262,-0.02,"NA","olfactory receptor family 10 subfamily V member 1"
2670,"CACNA1A",0.826,-0.055,"NA","calcium voltage-gated channel subunit alpha1 A"
2671,"ATG2B",0.8257,0.07,"NA","autophagy related 2B"
2672,"SLC35F2",0.8257,-0.1,"NA","solute carrier family 35 member F2"
2673,"COPS3",0.8256,-0.815,"NA","COP9 signalosome subunit 3"
2674,"ENPEP",0.8254,-0.085,"NA","glutamyl aminopeptidase"
2675,"SGK2",0.825,0.05,"Kinase","serum/glucocorticoid regulated kinase 2"
2676,"AKAIN1",0.8249,0.21,"NA","A-kinase anchor inhibitor 1"
2677,"PRSS33",0.8247,0.045,"NA","serine protease 33"
2678,"DNAI1",0.8246,-0.02,"NA","dynein axonemal intermediate chain 1"
2679,"CAPSL",0.8242,0.2,"NA","calcyphosine like"
2680,"CUBN",0.8242,-0.07,"NA","cubilin"
2681,"NPM1",0.8239,-0.73,"ChroRemod","nucleophosmin 1"
2682,"DNAJC3",0.8237,0.035,"NA","DnaJ heat shock protein family (Hsp40) member C3"
2683,"TAX1BP3",0.8237,-0.225,"NA","Tax1 binding protein 3"
2684,"VAV3",0.8232,-0.045,"NA","vav guanine nucleotide exchange factor 3"
2685,"SYT11",0.8227,-0.19,"NA","synaptotagmin 11"
2686,"CCDC112",0.8227,-0.045,"NA","coiled-coil domain containing 112"
2687,"UCP3",0.8223,-0.07,"NA","uncoupling protein 3"
2688,"CPNE3",0.8222,-0.025,"NA","copine 3"
2689,"GRHL2",0.8222,-0.16,"TF","grainyhead like transcription factor 2"
2690,"CALM3",0.8219,0.01,"NA","calmodulin 3"
2691,"SSR1",0.8217,-0.025,"NA","signal sequence receptor subunit 1"
2692,"ASL",0.8217,-0.08,"NA","argininosuccinate lyase"
2693,"PITPNB",0.8217,-0.045,"NA","phosphatidylinositol transfer protein beta"
2694,"ZMPSTE24",0.8216,0,"NA","zinc metallopeptidase STE24"
2695,"GTF3C2",0.8214,-0.835,"NA","general transcription factor IIIC subunit 2"
2696,"MRPL35",0.8214,-0.62,"NA","mitochondrial ribosomal protein L35"
2697,"CYP46A1",0.8213,0.07,"NA","cytochrome P450 family 46 subfamily A member 1"
2698,"OR5AU1",0.8212,-0.08,"NA","olfactory receptor family 5 subfamily AU member 1"
2699,"EN1",0.8209,-0.04,"TF","engrailed homeobox 1"
2700,"ANO5",0.8207,-0.04,"NA","anoctamin 5"
2701,"KCNK12",0.8207,-0.185,"NA","potassium two pore domain channel subfamily K member 12"
2702,"GZMH",0.8204,-0.33,"NA","granzyme H"
2703,"TMCC1",0.8201,0.045,"NA","transmembrane and coiled-coil domain family 1"
2704,"CRTC3",0.82,-0.055,"NA","CREB regulated transcription coactivator 3"
2705,"EPC1",0.8196,-0.32,"NA","enhancer of polycomb homolog 1"
2706,"TSSK1B",0.819,-0.005,"Kinase","testis specific serine kinase 1B"
2707,"SLITRK4",0.8187,0.06,"NA","SLIT and NTRK like family member 4"
2708,"CYP4A22",0.8187,0.04,"NA","cytochrome P450 family 4 subfamily A member 22"
2709,"OR6K6",0.8186,-0.055,"NA","olfactory receptor family 6 subfamily K member 6"
2710,"TOM1L2",0.8186,0.02,"NA","target of myb1 like 2 membrane trafficking protein"
2711,"WASHC2C",0.8183,-0.01,"NA","WASH complex subunit 2C"
2712,"CARD9",0.8182,-0.025,"NA","caspase recruitment domain family member 9"
2713,"SLC46A2",0.8182,-0.125,"NA","solute carrier family 46 member 2"
2714,"NOX1",0.8182,-0.08,"NA","NADPH oxidase 1"
2715,"SAXO2",0.8182,-0.005,"NA","NA"
2716,"CHST9",0.818,0.035,"NA","carbohydrate sulfotransferase 9"
2717,"SCN1B",0.8179,-0.05,"NA","sodium voltage-gated channel beta subunit 1"
2718,"SESTD1",0.8177,-0.02,"NA","SEC14 and spectrin domain containing 1"
2719,"NDUFA7",0.8172,-0.25,"NA","NADH:ubiquinone oxidoreductase subunit A7"
2720,"STEAP3",0.8172,-0.1,"NA","STEAP3 metalloreductase"
2721,"MAB21L3",0.8172,-0.04,"NA","mab-21 like 3"
2722,"TTC33",0.817,-0.075,"NA","tetratricopeptide repeat domain 33"
2723,"C11orf98",0.8167,,,
2724,"CCDC86",0.8166,-0.82,"NA","coiled-coil domain containing 86"
2725,"GPC3",0.8162,0.075,"NA","glypican 3"
2726,"RNFT1",0.8162,-0.06,"NA","ring finger protein"
2727,"CAV1",0.8158,0.145,"NA","caveolin 1"
2728,"SERPINA12",0.8158,-0.035,"NA","serpin family A member 12"
2729,"ACTBL2",0.8148,0.06,"NA","actin beta like 2"
2730,"SNX29",0.8143,0.015,"NA","sorting nexin 29"
2731,"CACNA1H",0.8138,-0.03,"NA","calcium voltage-gated channel subunit alpha1 H"
2732,"TTLL9",0.8138,0.17,"NA","tubulin tyrosine ligase like 9"
2733,"AHI1",0.8136,-0.04,"NA","Abelson helper integration site 1"
2734,"EYA3",0.8136,-0.15,"NA","EYA transcriptional coactivator and phosphatase 3"
2735,"LMBRD1",0.8133,0.065,"NA","LMBR1 domain containing 1"
2736,"ACSL5",0.8133,0.005,"NA","acyl-CoA synthetase long chain family member 5"
2737,"DICER1",0.8133,-0.535,"NA","dicer 1"
2738,"PTPN4",0.8128,-0.09,"NA","protein tyrosine phosphatase non-receptor type 4"
2739,"HYKK",0.8123,-0.085,"NA","hydroxylysine kinase"
2740,"ACSL6",0.8122,-0.04,"NA","acyl-CoA synthetase long chain family member 6"
2741,"TCTE1",0.8122,-0.095,"NA","t-complex-associated-testis-expressed 1"
2742,"PARD6A",0.8119,0.01,"NA","par-6 family cell polarity regulator alpha"
2743,"SREBF1",0.8118,-0.315,"TF","sterol regulatory element binding transcription factor 1"
2744,"CARD6",0.8108,0.045,"NA","caspase recruitment domain family member 6"
2745,"SORBS2",0.8108,0.12,"NA","sorbin and SH3 domain containing 2"
2746,"AGPAT4",0.8108,0.06,"NA","1-acylglycerol-3-phosphate O-acyltransferase 4"
2747,"TSEN15",0.8108,-0.01,"NA","tRNA splicing endonuclease subunit 15"
2748,"P2RY14",0.8106,-0.06,"NA","purinergic receptor P2Y14"
2749,"TRIM39",0.8104,0.075,"NA","tripartite motif containing 39"
2750,"OR51E1",0.8101,0.015,"NA","olfactory receptor family 51 subfamily E member 1"
2751,"RPTOR",0.8101,-0.89,"NA","NA"
2752,"NPL",0.8099,-0.16,"NA","N-acetylneuraminate pyruvate lyase"
2753,"ANO3",0.8098,-0.025,"NA","anoctamin 3"
2754,"PFDN2",0.8095,-1.48,"NA","prefoldin subunit 2"
2755,"GNG3",0.8094,-0.225,"NA","G protein subunit gamma 3"
2756,"POLR2J3",0.8094,,,
2757,"SPRY2",0.809,0.195,"NA","sprouty RTK signaling antagonist 2"
2758,"OR5M9",0.8089,0.01,"NA","olfactory receptor family 5 subfamily M member 9"
2759,"ASCC2",0.8085,0.08,"NA","activating signal cointegrator 1 complex subunit 2"
2760,"NCLN",0.8084,-0.155,"NA","NA"
2761,"ENO4",0.8084,,,
2762,"RHOQ",0.8084,-0.855,"NA","ras homolog family member Q"
2763,"PIK3AP1",0.8079,0.06,"NA","phosphoinositide-3-kinase adaptor protein 1"
2764,"MLLT6",0.8078,-0.13,"NA","MLLT6"
2765,"FADS6",0.8075,-0.075,"NA","fatty acid desaturase 6"
2766,"MOBP",0.8071,-0.02,"NA","myelin associated oligodendrocyte basic protein"
2767,"LYNX1",0.8065,,,
2768,"PTPN11",0.8063,-0.69,"NA","protein tyrosine phosphatase non-receptor type 11"
2769,"PRXL2C",0.8063,,,
2770,"GATA4",0.806,0.04,"TF","GATA binding protein 4"
2771,"PTPN23",0.806,-1.205,"NA","protein tyrosine phosphatase non-receptor type 23"
2772,"PTPRN",0.806,0.04,"NA","protein tyrosine phosphatase receptor type N"
2773,"FOXJ1",0.8055,-0.07,"TF","forkhead box J1"
2774,"LIX1",0.8055,-0.05,"NA","limb and CNS expressed 1"
2775,"NISCH",0.805,-0.42,"NA","nischarin"
2776,"CCR3",0.805,-0.06,"NA","C-C motif chemokine receptor 3"
2777,"OCLN",0.805,-0.045,"NA","occludin"
2778,"SULT1D1P",0.8046,,,
2779,"NKAPD1",0.8041,-0.46,"NA","NKAP domain containing 1"
2780,"GPLD1",0.804,0.005,"NA","glycosylphosphatidylinositol specific phospholipase D1"
2781,"G6PD",0.8038,-0.145,"NA","glucose-6-phosphate dehydrogenase"
