id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
Zbtb11,4,0.058839,0.16634,0.890611,3762,3,0.3884,1.0,7847,1
4930402K13Rik,4,0.058859,0.16639,0.890624,3763,3,0.94107,1.0,18935,0
Wdr46,4,0.059012,0.16676,0.891922,3764,4,0.94091,1.0,18933,0
Ythdf2,4,0.059018,0.16678,0.891922,3765,3,0.51535,1.0,10433,1
Olfr462,4,0.059038,0.16683,0.891922,3766,3,0.86427,1.0,17303,0
Pid1,4,0.059053,0.16687,0.891922,3767,3,0.50526,1.0,10217,1
B3gnt2,4,0.059061,0.16689,0.891922,3768,4,0.94086,1.0,18932,0
Angpt2,4,0.059097,0.16698,0.891922,3769,1,0.41073,1.0,8262,2
Dlgap4,4,0.059097,0.16698,0.891922,3770,3,0.69679,1.0,13979,1
Igsf9,4,0.059097,0.16698,0.891922,3771,2,0.67068,1.0,13487,1
Crnn,4,0.059135,0.16707,0.892211,3772,3,0.73408,1.0,14771,0
Cinp,4,0.059179,0.16718,0.892399,3773,4,0.94073,1.0,18931,0
Prl2c5,4,0.059217,0.16728,0.892399,3774,3,0.35353,1.0,7117,1
Uap1l1,4,0.059218,0.16728,0.892399,3775,2,0.27695,0.99333,5645,1
Gm4567,4,0.059292,0.16746,0.892592,3776,4,0.94064,1.0,18930,0
Grhl3,4,0.059307,0.1675,0.892592,3777,4,0.94062,1.0,18929,0
Paqr4,4,0.059323,0.16754,0.892592,3778,3,0.68438,1.0,13729,1
Gstk1,4,0.059339,0.16758,0.892592,3779,2,0.43962,1.0,8836,1
Olfr1023,4,0.059375,0.16766,0.892592,3780,3,0.90952,1.0,18242,0
Cd59a,4,0.059375,0.16766,0.892592,3781,3,0.48968,1.0,9903,1
Memo1,4,0.059375,0.16766,0.892592,3782,2,0.81588,1.0,16343,0
Unc50,4,0.059375,0.16766,0.892592,3783,2,0.49024,1.0,9913,1
Nav3,4,0.05946,0.16786,0.893133,3784,3,0.68165,1.0,13683,1
Fez1,4,0.059465,0.16787,0.893133,3785,2,0.47535,1.0,9586,1
Trp63,4,0.059493,0.16794,0.893133,3786,4,0.94045,1.0,18926,0
Slc22a5,4,0.059493,0.16794,0.893133,3787,4,0.94045,1.0,18927,0
Sumo3,4,0.059524,0.16802,0.893329,3788,3,0.52835,1.0,10695,1
Map2k1,4,0.059621,0.16825,0.894096,3789,4,0.94031,1.0,18925,0
Lix1,4,0.059648,0.16831,0.894096,3790,4,0.94029,1.0,18924,0
Atp10b,4,0.059671,0.16837,0.894096,3791,3,0.80876,1.0,16211,0
Aifm2,4,0.059673,0.16838,0.894096,3792,2,0.14542,0.964487,3031,2
Gm10220,4,0.059685,0.1684,0.894096,3793,4,0.94026,1.0,18922,0
Ido2,4,0.059696,0.16842,0.894096,3794,3,0.93518,1.0,18812,0
Ccdc137,4,0.059774,0.16862,0.894217,3795,4,0.94016,1.0,18920,0
Pik3c2a,4,0.059774,0.16862,0.894217,3796,3,0.016668,0.905595,354,1
2210016F16Rik,4,0.059774,0.16862,0.894217,3797,2,0.88499,1.0,17740,0
Rbfox2,4,0.059774,0.16862,0.894217,3798,3,0.45041,1.0,9061,1
SGR000121786.1_XPR003.1,1,0.059802,0.059794,0.81194,3799,1,0.94043,1.0,18919,0
Det1,4,0.059803,0.16869,0.894381,3800,3,0.65645,1.0,13184,1
Tnfaip8,4,0.059826,0.16874,0.894429,3801,4,0.9401,1.0,18918,0
Hoxd13,4,0.059862,0.16883,0.89444,3802,3,0.082688,0.940788,1764,1
1700006A11Rik,4,0.059921,0.16897,0.89444,3803,2,0.10908,0.957053,2293,2
Sp1,4,0.059939,0.16902,0.89444,3804,4,0.94,1.0,18915,0
Nedd4l,4,0.059953,0.16905,0.89444,3805,3,0.26138,0.989216,5350,1
Slurp1,4,0.059982,0.16912,0.89444,3806,4,0.93996,1.0,18914,0
Olfr508,4,0.059991,0.16915,0.89444,3807,4,0.93995,1.0,18913,0
Irgm1,4,0.060031,0.16924,0.89444,3808,2,0.77981,1.0,15652,0
Ccdc113,4,0.060057,0.16931,0.89444,3809,3,0.80999,1.0,16237,0
Eci3,4,0.060089,0.16939,0.89444,3810,3,0.4414,1.0,8879,1
Tra2b,4,0.060151,0.16955,0.89444,3811,3,0.58202,1.0,11763,1
Manea,4,0.060151,0.16955,0.89444,3812,3,0.42721,1.0,8572,1
Ulbp1,4,0.060151,0.16955,0.89444,3813,3,0.53918,1.0,10904,1
6430550D23Rik,4,0.060151,0.16955,0.89444,3814,3,0.61726,1.0,12456,1
Nts,4,0.060151,0.16955,0.89444,3815,3,0.91176,1.0,18290,0
Rbm27,4,0.060151,0.16955,0.89444,3816,3,0.67075,1.0,13490,1
Zfp97,4,0.060151,0.16955,0.89444,3817,4,0.93978,1.0,18911,0
Dffb,4,0.060169,0.1696,0.89444,3818,4,0.93976,1.0,18910,0
Lhfpl5,4,0.060176,0.16961,0.89444,3819,4,0.93976,1.0,18909,0
Cyp1a1,4,0.060227,0.16974,0.894741,3820,2,0.81621,1.0,16351,0
Hs2st1,4,0.060234,0.16975,0.894741,3821,3,0.56983,1.0,11502,1
Vwc2l,4,0.060306,0.16992,0.895213,3822,2,0.83324,1.0,16698,0
Tacr3,4,0.060379,0.17011,0.895665,3823,1,0.023726,0.916654,507,2
Ilf3,4,0.060427,0.17023,0.895665,3824,3,0.65066,1.0,13068,1
Vmn1r2,4,0.060453,0.1703,0.895665,3825,4,0.9395,1.0,18906,0
Cep85l,4,0.060496,0.17039,0.895665,3826,4,0.93945,1.0,18904,0
Atad1,4,0.060499,0.17039,0.895665,3827,3,0.7258,1.0,14597,0
Shroom4,4,0.060499,0.17039,0.895665,3828,2,0.32644,1.0,6586,2
SGR000121952.1_XPR003.1,1,0.060543,0.060552,0.81194,3829,1,0.93968,1.0,18902,0
Magea1,4,0.06062,0.17067,0.895665,3830,3,0.85779,1.0,17159,0
SGR000121435.1_XPR003.1,1,0.060625,0.060635,0.81194,3831,1,0.93959,1.0,18901,0
Tnn,4,0.060626,0.17069,0.895665,3832,4,0.93932,1.0,18900,0
Nudcd2,4,0.060693,0.17085,0.895665,3833,3,0.90225,1.0,18090,0
Ptp4a1,4,0.0607,0.17087,0.895665,3834,3,0.1704,0.97058,3527,1
Blmh,4,0.060713,0.17091,0.895665,3835,4,0.93922,1.0,18899,0
Cypt12,4,0.060731,0.17095,0.895665,3836,4,0.9392,1.0,18898,0
Gm6890,4,0.060765,0.17103,0.895665,3837,3,0.75683,1.0,15211,0
Snapc1,4,0.060787,0.17109,0.895665,3838,4,0.93914,1.0,18895,0
Vmn1r121,4,0.060787,0.17109,0.895665,3839,4,0.93914,1.0,18896,0
Hcrtr1,4,0.060795,0.17111,0.895665,3840,3,0.2435,0.986906,4989,1
Olfr597,4,0.060815,0.17116,0.895665,3841,3,0.84021,1.0,16828,0
Top3a,4,0.060815,0.17116,0.895665,3842,3,0.92634,1.0,18602,0
Pde3b,4,0.060815,0.17116,0.895665,3843,2,0.33371,1.0,6731,2
Tnfaip8l1,4,0.060815,0.17116,0.895665,3844,3,0.86389,1.0,17293,0
Sult2b1,4,0.060815,0.17116,0.895665,3845,2,0.36518,1.0,7363,2
Cd6,4,0.060815,0.17116,0.895665,3846,2,0.50291,1.0,10159,1
Bin3,4,0.060815,0.17116,0.895665,3847,3,0.93034,1.0,18698,0
Arhgap10,4,0.060815,0.17116,0.895665,3848,3,0.34256,1.0,6908,1
Rpl31,4,0.060844,0.17123,0.895665,3849,3,0.93908,1.0,18893,0
Rps6,4,0.060844,0.17123,0.895665,3850,3,0.93908,1.0,18894,0
Prl3b1,4,0.06085,0.17125,0.895665,3851,3,0.90585,1.0,18166,0
Actr2,4,0.060861,0.17127,0.895665,3852,4,0.93906,1.0,18892,0
Svep1,4,0.060905,0.17139,0.895665,3853,4,0.93902,1.0,18891,0
Mcm2,4,0.060961,0.17151,0.895665,3854,4,0.93896,1.0,18889,0
Vps11,4,0.060986,0.17158,0.895665,3855,4,0.93894,1.0,18888,0
Cd8a,4,0.061001,0.17161,0.895665,3856,4,0.93892,1.0,18886,0
Pih1d1,4,0.06102,0.17165,0.895665,3857,4,0.9389,1.0,18885,0
Olfr1184,4,0.061085,0.17182,0.895665,3858,4,0.93882,1.0,18883,0
Otud5,4,0.061104,0.17186,0.895665,3859,4,0.9388,1.0,18881,0
Mgat4c,4,0.061104,0.17186,0.895665,3860,4,0.9388,1.0,18882,0
Clnk,4,0.06112,0.17189,0.895665,3861,2,0.8285,1.0,16596,0
Otud1,4,0.061236,0.17215,0.895665,3862,3,0.55757,1.0,11278,1
Adam29,4,0.061248,0.17218,0.895665,3863,3,0.86675,1.0,17354,0
Ccdc125,4,0.061248,0.17218,0.895665,3864,2,0.18946,0.973391,3928,2
Tnni3,4,0.061248,0.17218,0.895665,3865,1,0.46103,1.0,9270,1
Olfr1386,4,0.061248,0.17218,0.895665,3866,2,0.54669,1.0,11055,1
Olfr803,4,0.061248,0.17218,0.895665,3867,1,0.54721,1.0,11064,1
Slc6a4,4,0.061248,0.17218,0.895665,3868,2,0.82323,1.0,16495,0
Oser1,4,0.061248,0.17218,0.895665,3869,2,0.039658,0.916654,834,2
Neu1,4,0.061248,0.17218,0.895665,3870,3,0.67698,1.0,13609,1
Defb2,4,0.061248,0.17218,0.895665,3871,2,0.57579,1.0,11633,1
Slc30a3,4,0.061248,0.17218,0.895665,3872,3,0.84784,1.0,16969,0
Fam101b,4,0.061248,0.17218,0.895665,3873,3,0.84984,1.0,17000,0
Cog4,4,0.061278,0.17226,0.895813,3874,4,0.93862,1.0,18880,0
Usp27x,4,0.061308,0.17233,0.895996,3875,3,0.52757,1.0,10682,1
Zp2,4,0.061451,0.17271,0.897405,3876,2,0.4842,1.0,9774,1
Aurka,4,0.061462,0.17273,0.897405,3877,4,0.93843,1.0,18877,0
Dock9,4,0.061484,0.17279,0.897405,3878,3,0.13311,0.957053,2789,1
Zfp655,4,0.061576,0.17301,0.897405,3879,2,0.25721,0.988642,5271,1
Ccnf,4,0.061656,0.17321,0.897405,3880,2,0.033188,0.916654,697,2
Trak1,4,0.061667,0.17324,0.897405,3881,3,0.8197,1.0,16424,0
Kbtbd11,4,0.061687,0.17329,0.897405,3882,3,0.77339,1.0,15528,0
Apom,4,0.061711,0.17335,0.897405,3883,3,0.7616,1.0,15294,0
Sema4b,4,0.061728,0.1734,0.897405,3884,3,0.17439,0.97058,3622,1
Pkia,4,0.061731,0.17341,0.897405,3885,2,0.42404,1.0,8516,1
Glipr1l2,4,0.061743,0.17344,0.897405,3886,3,0.48765,1.0,9858,1
Slfn2,4,0.061795,0.17356,0.897405,3887,3,0.74823,1.0,15049,0
Wls,4,0.061807,0.17359,0.897405,3888,3,0.50191,1.0,10141,1
Psmc5,4,0.061826,0.17364,0.897405,3889,4,0.93808,1.0,18875,0
Ppp2r5d,4,0.061826,0.17364,0.897405,3890,4,0.93808,1.0,18870,0
Mfap1a,4,0.061826,0.17364,0.897405,3891,4,0.93808,1.0,18872,0
4930444G20Rik,4,0.061826,0.17364,0.897405,3892,4,0.93808,1.0,18868,0
Polr1c,4,0.061826,0.17364,0.897405,3893,4,0.93808,1.0,18873,0
Brix1,4,0.061826,0.17364,0.897405,3894,4,0.93808,1.0,18869,0
Rps2,4,0.061826,0.17364,0.897405,3895,4,0.93808,1.0,18871,0
Ddx21,4,0.061826,0.17364,0.897405,3896,4,0.93808,1.0,18874,0
Utp15,4,0.061826,0.17364,0.897405,3897,4,0.93808,1.0,18876,0
Proser3,4,0.061827,0.17365,0.897405,3898,2,0.29176,0.99921,5926,1
Impg1,4,0.061906,0.17383,0.897475,3899,2,0.35043,1.0,7058,2
Itih4,4,0.061906,0.17383,0.897475,3900,2,0.22465,0.985109,4614,2
Prl7b1,4,0.061948,0.17394,0.897475,3901,2,0.81986,1.0,16427,0
Plxna2,4,0.061948,0.17394,0.897475,3902,1,0.01621,0.905595,345,2
Ift22,4,0.061948,0.17394,0.897475,3903,3,0.44855,1.0,9024,1
Pcmtd1,4,0.062008,0.17409,0.897475,3904,4,0.9379,1.0,18865,0
Fbxw2,4,0.062084,0.17428,0.897475,3905,2,0.15505,0.965476,3232,1
Arhgap9,4,0.062117,0.17436,0.897475,3906,3,0.41035,1.0,8256,1
Epc1,4,0.062149,0.17443,0.897475,3907,4,0.93777,1.0,18863,0
Btc,4,0.06217,0.17448,0.897475,3908,2,0.053317,0.918359,1149,2
Lrrc43,4,0.062189,0.17452,0.897475,3909,2,0.25307,0.987088,5197,1
Bag5,4,0.062208,0.17457,0.897475,3910,3,0.88971,1.0,17840,0
Zbed6,4,0.062208,0.17457,0.897475,3911,3,0.77334,1.0,15524,0
Spag8,4,0.062208,0.17457,0.897475,3912,3,0.84583,1.0,16932,0
Erich4,4,0.062208,0.17457,0.897475,3913,3,0.6888,1.0,13813,1
Slc35f5,4,0.062208,0.17457,0.897475,3914,3,0.91561,1.0,18376,0
Dynlt1c,4,0.062208,0.17457,0.897475,3915,3,0.72033,1.0,14474,0
Fbl,4,0.062208,0.17457,0.897475,3916,3,0.92788,1.0,18632,0
Gm5111,4,0.062208,0.17457,0.897475,3917,3,0.51554,1.0,10441,1
Pnck,4,0.062208,0.17457,0.897475,3918,3,0.9167,1.0,18398,0
4933434E20Rik,4,0.062208,0.17457,0.897475,3919,3,0.85336,1.0,17068,0
Ing5,4,0.062296,0.17478,0.898054,3920,2,0.75398,1.0,15154,0
Sdk2,4,0.06231,0.17481,0.898054,3921,1,0.068934,0.927017,1473,3
Mrgprh,4,0.062335,0.17489,0.898194,3922,2,0.58102,1.0,11740,1
Aasdh,4,0.062375,0.17499,0.898291,3923,3,0.61053,1.0,12309,1
Def6,4,0.062443,0.17513,0.898291,3924,4,0.93749,1.0,18862,0
Fech,4,0.062443,0.17513,0.898291,3925,4,0.93749,1.0,18861,0
SGR000121595.1_XPR003.1,1,0.062454,0.062448,0.81194,3926,1,0.93777,1.0,18860,0
Slc7a1,4,0.062459,0.17517,0.898291,3927,4,0.93747,1.0,18859,0
Nrxn1,4,0.062607,0.17545,0.898291,3928,3,0.8791,1.0,17622,0
Ept1,4,0.062708,0.1756,0.898291,3929,3,0.36127,1.0,7278,1
Klk15,4,0.062736,0.17565,0.898291,3930,3,0.23025,0.986117,4730,1
Tcerg1l,4,0.062833,0.1758,0.898291,3931,3,0.44974,1.0,9050,1
Pilrb1,4,0.062865,0.17585,0.898291,3932,3,0.47428,1.0,9559,1
Abcg5,4,0.062865,0.17585,0.898291,3933,2,0.86075,1.0,17227,0
Gm13889,4,0.062865,0.17585,0.898291,3934,3,0.49071,1.0,9923,1
Podxl,4,0.062865,0.17585,0.898291,3935,3,0.93271,1.0,18753,0
Ndufa6,4,0.062865,0.17585,0.898291,3936,3,0.88604,1.0,17758,0
Fbxw21,4,0.062865,0.17585,0.898291,3937,1,0.77428,1.0,15546,0
Ctxn3,4,0.062865,0.17585,0.898291,3938,2,0.77836,1.0,15626,0
Gpc4,4,0.062922,0.17595,0.898291,3939,3,0.75672,1.0,15209,0
Dclk2,4,0.063019,0.17611,0.898291,3940,3,0.76451,1.0,15352,0
Fpgt,4,0.063076,0.17622,0.898291,3941,3,0.92079,1.0,18489,0
SGR000121477.1_XPR003.1,1,0.063157,0.063144,0.812809,3942,1,0.93706,1.0,18851,0
Dnajc30,4,0.063198,0.17642,0.898291,3943,3,0.82909,1.0,16607,0
Acer1,4,0.063198,0.17642,0.898291,3944,3,0.86413,1.0,17300,0
Pdia3,4,0.063198,0.17642,0.898291,3945,2,0.80162,1.0,16057,0
Stk11,4,0.063198,0.17642,0.898291,3946,3,0.80309,1.0,16091,0
Olfr524,4,0.063198,0.17642,0.898291,3947,2,0.44122,1.0,8871,1
Muc1,4,0.063198,0.17642,0.898291,3948,3,0.70217,1.0,14101,1
Zdhhc24,4,0.063198,0.17642,0.898291,3949,3,0.87446,1.0,17535,0
Wwp2,4,0.063198,0.17642,0.898291,3950,2,0.75719,1.0,15217,0
Nol12,4,0.063198,0.17642,0.898291,3951,3,0.8414,1.0,16854,0
a,4,0.063198,0.17642,0.898291,3952,2,0.8397,1.0,16815,0
Arhgef15,4,0.063198,0.17642,0.898291,3953,2,0.32697,1.0,6599,2
Gnptab,4,0.06321,0.17644,0.898291,3954,3,0.26311,0.989216,5384,1
2900011O08Rik,4,0.06323,0.17648,0.898291,3955,3,0.50927,1.0,10303,1
Alkbh2,4,0.06325,0.1765,0.898291,3956,3,0.44354,1.0,8918,1
Clp1,4,0.063257,0.17651,0.898291,3957,3,0.93666,1.0,18847,0
Cdc16,4,0.063257,0.17651,0.898291,3958,3,0.93666,1.0,18848,0
Ankrd52,4,0.063295,0.17658,0.898423,3959,3,0.50123,1.0,10129,1
Usp38,4,0.063371,0.17671,0.89885,3960,2,0.65882,1.0,13235,1
Fam149b,4,0.063437,0.17682,0.898956,3961,3,0.055647,0.919894,1201,1
Ptpn13,4,0.063437,0.17682,0.898956,3962,3,0.4936,1.0,9979,1
Vmn2r13,4,0.063467,0.17687,0.89899,3963,2,0.070681,0.927017,1522,2
Hspbp1,4,0.063564,0.17703,0.899594,3964,3,0.18613,0.973225,3848,1
Grem2,4,0.063637,0.17717,0.900067,3965,3,0.81936,1.0,16413,0
Zfp27,4,0.063694,0.17725,0.900206,3966,3,0.91543,1.0,18370,0
Rufy1,4,0.063708,0.17728,0.900206,3967,1,0.19913,0.976686,4113,2
Rps6ka1,4,0.063805,0.17743,0.900433,3968,2,0.042798,0.916654,914,2
SGR000121916.1_XPR003.1,1,0.063846,0.063855,0.8131,3969,1,0.93633,1.0,18833,0
SGR000122028.1_XPR003.1,1,0.063846,0.063855,0.8131,3970,1,0.93633,1.0,18832,0
SGR000122104.1_XPR003.1,1,0.063846,0.063855,0.8131,3971,1,0.93633,1.0,18831,0
Esp18,4,0.063853,0.17751,0.900433,3972,2,0.041594,0.916654,889,2
Acat1,4,0.063901,0.17759,0.900433,3973,1,0.1505,0.96522,3134,2
Fam122b,4,0.063906,0.1776,0.900433,3974,3,0.66411,1.0,13358,1
Hmbox1,4,0.063973,0.17771,0.900433,3975,1,0.70681,1.0,14196,1
Sim1,4,0.063973,0.17771,0.900433,3976,3,0.50653,1.0,10242,1
Lrrc56,4,0.064018,0.1778,0.900433,3977,3,0.87037,1.0,17440,0
Sectm1b,4,0.064038,0.17783,0.900433,3978,2,0.30316,1.0,6124,2
Dffa,4,0.064165,0.17807,0.900433,3979,3,0.40367,1.0,8135,1
2310007L24Rik,4,0.064252,0.17824,0.900433,3980,2,0.65541,1.0,13158,1
Cpne2,4,0.064401,0.17849,0.900433,3981,3,0.55677,1.0,11262,1
Cpa6,4,0.064401,0.17849,0.900433,3982,3,0.76008,1.0,15261,0
Zrsr2,4,0.064401,0.17849,0.900433,3983,3,0.49067,1.0,9921,1
Elmo2,4,0.064401,0.17849,0.900433,3984,3,0.93311,1.0,18764,0
Rbmx2,4,0.064401,0.17849,0.900433,3985,3,0.18445,0.973225,3811,1
Uqcc2,4,0.064401,0.17849,0.900433,3986,3,0.52121,1.0,10548,1
Braf,4,0.064431,0.17854,0.900433,3987,2,0.76842,1.0,15431,0
Scd3,4,0.064431,0.17854,0.900433,3988,3,0.79444,1.0,15913,0
Sfrp5,4,0.064431,0.17854,0.900433,3989,2,0.74193,1.0,14918,0
Fubp1,4,0.064431,0.17854,0.900433,3990,2,0.47072,1.0,9486,1
Ott,4,0.064431,0.17854,0.900433,3991,3,0.6041,1.0,12196,1
Anxa4,4,0.064431,0.17854,0.900433,3992,3,0.91172,1.0,18289,0
Slc36a4,4,0.064431,0.17854,0.900433,3993,2,0.61311,1.0,12375,1
Slc25a32,4,0.064431,0.17854,0.900433,3994,1,0.60822,1.0,12267,1
Asb10,4,0.064431,0.17854,0.900433,3995,3,0.86034,1.0,17219,0
Atxn7l3,4,0.064431,0.17854,0.900433,3996,1,0.31938,1.0,6456,2
Dbndd1,4,0.064431,0.17854,0.900433,3997,2,0.56746,1.0,11463,1
Tmem26,4,0.064431,0.17854,0.900433,3998,2,0.61495,1.0,12407,1
Adamts13,4,0.064547,0.17875,0.90102,3999,3,0.92039,1.0,18472,0
Cbr2,4,0.064547,0.17875,0.90102,4000,2,0.68862,1.0,13810,1
Olfr1048,4,0.064704,0.17902,0.902155,4001,2,0.71045,1.0,14275,0
SGR000121565.1_XPR003.1,1,0.064771,0.064799,0.815641,4002,1,0.93544,1.0,18810,0
Lgals7,4,0.064886,0.17933,0.903162,4003,3,0.61449,1.0,12400,1
Erich5,4,0.064913,0.17937,0.903162,4004,2,0.07954,0.940176,1694,2
Zfp658,4,0.064913,0.17937,0.903162,4005,1,0.10016,0.94811,2126,3
Gpr101,4,0.064964,0.17946,0.903162,4006,3,0.5993,1.0,12102,1
Avl9,4,0.064989,0.17951,0.903162,4007,3,0.61821,1.0,12475,1
Alox12,4,0.065022,0.17955,0.903162,4008,3,0.56298,1.0,11373,1
Ndufa7,4,0.065033,0.17957,0.903162,4009,2,0.61006,1.0,12299,1
Ints10,4,0.065033,0.17957,0.903162,4010,2,0.82604,1.0,16553,0
Sstr4,4,0.065105,0.17969,0.903176,4011,2,0.73076,1.0,14706,0
Prl3a1,4,0.065177,0.17982,0.903176,4012,2,0.72828,1.0,14647,0
Spink6,4,0.065233,0.17992,0.903176,4013,3,0.63699,1.0,12804,1
Nfkbil1,4,0.065266,0.17997,0.903176,4014,3,0.83311,1.0,16694,0
9430038I01Rik,4,0.065274,0.17999,0.903176,4015,2,0.5882,1.0,11878,1
Tacc1,4,0.065274,0.17999,0.903176,4016,3,0.88749,1.0,17789,0
Wtap,4,0.065324,0.18007,0.903176,4017,3,0.43309,1.0,8695,1
Rtp1,4,0.065346,0.18011,0.903176,4018,2,0.19177,0.974949,3971,1
Gm13157,4,0.065357,0.18013,0.903176,4019,2,0.8286,1.0,16601,0
Csf2rb,4,0.065394,0.1802,0.903176,4020,2,0.35936,1.0,7235,2
SGR000122314.1_XPR003.1,1,0.06541,0.065464,0.816965,4021,1,0.93481,1.0,18795,0
AI846148,4,0.065411,0.18023,0.903176,4022,3,0.8565,1.0,17136,0
C230052I12Rik,4,0.065469,0.18032,0.903176,4023,3,0.48587,1.0,9812,1
Hiatl1,4,0.065586,0.18051,0.903176,4024,2,0.54751,1.0,11070,1
Gm11559,4,0.065714,0.18072,0.903176,4025,3,0.71223,1.0,14309,1
Cma1,4,0.06576,0.18079,0.903176,4026,2,0.57688,1.0,11654,1
Ptx3,4,0.06576,0.18079,0.903176,4027,3,0.78256,1.0,15701,0
Itgb1bp1,4,0.06576,0.18079,0.903176,4028,3,0.93425,1.0,18788,0
Arhgap27,4,0.06576,0.18079,0.903176,4029,3,0.72784,1.0,14637,0
Arnt2,4,0.06576,0.18079,0.903176,4030,2,0.015747,0.905595,330,2
Cops3,4,0.06576,0.18079,0.903176,4031,2,0.71969,1.0,14462,0
Zfp442,4,0.06576,0.18079,0.903176,4032,3,0.67851,1.0,13633,1
Fndc1,4,0.06576,0.18079,0.903176,4033,2,0.28069,0.995318,5713,2
Vmn1r68,4,0.06576,0.18079,0.903176,4034,2,0.30821,1.0,6226,2
Selenbp1,4,0.06576,0.18079,0.903176,4035,3,0.81017,1.0,16239,0
Smc1b,4,0.06576,0.18079,0.903176,4036,2,0.54932,1.0,11117,1
Gle1,4,0.06576,0.18079,0.903176,4037,3,0.86642,1.0,17347,0
Sae1,4,0.06576,0.18079,0.903176,4038,3,0.54523,1.0,11026,1
Acbd3,4,0.06576,0.18079,0.903176,4039,3,0.4287,1.0,8599,1
Olfr1307,4,0.065913,0.18105,0.90347,4040,3,0.27824,0.993878,5669,1
Scamp4,4,0.065971,0.18114,0.90347,4041,3,0.28985,0.998781,5885,1
Vcpip1,4,0.066092,0.18134,0.90347,4042,2,0.22497,0.985109,4618,1
Olfr706,4,0.066092,0.18134,0.90347,4043,2,0.20828,0.98093,4290,2
Kif26a,4,0.066092,0.18134,0.90347,4044,3,0.81691,1.0,16367,0
Clec4n,4,0.066092,0.18134,0.90347,4045,2,0.85698,1.0,17148,0
Nnat,4,0.066092,0.18134,0.90347,4046,3,0.62125,1.0,12543,1
Mrgpra3,4,0.066092,0.18134,0.90347,4047,2,0.32261,1.0,6526,1
Ttll7,4,0.066092,0.18134,0.90347,4048,2,0.17312,0.97058,3589,2
Hoxd8,4,0.066092,0.18134,0.90347,4049,1,0.85402,1.0,17083,0
Ap1m1,4,0.066109,0.18138,0.90347,4050,3,0.80258,1.0,16080,0
Gm904,4,0.066341,0.18176,0.904948,4051,3,0.93363,1.0,18781,0
SGR000122327.1_XPR003.1,1,0.066359,0.066439,0.818493,4052,1,0.93383,1.0,18780,0
Gabrr3,4,0.066481,0.182,0.904948,4053,1,0.19357,0.975144,4001,2
Cops8,4,0.066512,0.18205,0.904948,4054,3,0.89223,1.0,17883,0
Tap2,4,0.066621,0.18222,0.904948,4055,1,0.30985,1.0,6256,2
Hist2h2aa2,4,0.066623,0.18223,0.904948,4056,3,0.91662,1.0,18396,0
Ugp2,4,0.066623,0.18223,0.904948,4057,3,0.25111,0.986906,5154,1
Fam196a,4,0.066623,0.18223,0.904948,4058,3,0.87372,1.0,17518,0
Dynlt1a,4,0.066623,0.18223,0.904948,4059,3,0.87271,1.0,17493,0
Slc15a1,4,0.066623,0.18223,0.904948,4060,3,0.93468,1.0,18799,0
Lsm5,4,0.066623,0.18223,0.904948,4061,3,0.92399,1.0,18551,0
Adnp,4,0.066661,0.18229,0.904948,4062,2,0.35317,1.0,7110,1
Irf2bpl,4,0.066661,0.18229,0.904948,4063,3,0.23484,0.986589,4819,1
Rhoj,4,0.066693,0.18234,0.90499,4064,2,0.56941,1.0,11496,1
SGR000122200.1_XPR003.1,1,0.066777,0.066857,0.820216,4065,1,0.93341,1.0,18765,0
Tmem27,4,0.066789,0.18249,0.905523,4066,1,0.050504,0.916654,1090,2
Olfr873,4,0.066861,0.18263,0.905947,4067,2,0.042216,0.916654,899,2
Olfr993,4,0.066957,0.18278,0.906106,4068,2,0.75421,1.0,15158,0
Asic2,4,0.067077,0.18298,0.906669,4069,2,0.47642,1.0,9607,1
Lysmd3,4,0.067109,0.18304,0.906669,4070,3,0.86096,1.0,17232,0
Bpifa3,4,0.067125,0.18307,0.906669,4071,2,0.44462,1.0,8941,1
AI413582,4,0.067131,0.18308,0.906669,4072,3,0.84931,1.0,16992,0
Sh3kbp1,4,0.067151,0.18311,0.906669,4073,3,0.83942,1.0,16807,0
Fignl1,4,0.067185,0.18318,0.906711,4074,2,0.70086,1.0,14074,1
Olfr1240,4,0.067213,0.18321,0.906711,4075,3,0.74933,1.0,15070,0
Fam120c,4,0.067414,0.18356,0.907758,4076,2,0.35046,1.0,7059,1
Gm9513,4,0.067424,0.18357,0.907758,4077,2,0.030723,0.916654,647,2
Gm5936,4,0.067463,0.18363,0.907758,4078,3,0.74126,1.0,14903,0
Akap3,4,0.067486,0.18367,0.907758,4079,2,0.59963,1.0,12112,1
AU018091,4,0.06751,0.18371,0.907758,4080,1,0.50586,1.0,10230,1
Far1,4,0.067562,0.18378,0.907758,4081,2,0.28264,0.995483,5754,1
Tmod1,4,0.067602,0.18384,0.907758,4082,3,0.89804,1.0,18017,0
Lurap1l,4,0.067602,0.18384,0.907758,4083,3,0.75659,1.0,15206,0
Olfr1349,4,0.067649,0.18393,0.907758,4084,3,0.87221,1.0,17481,0
Vmn1r226,4,0.067801,0.18416,0.907758,4085,3,0.044556,0.916654,952,1
Asah2,4,0.067826,0.18421,0.907758,4086,3,0.68406,1.0,13722,1
Pdk4,4,0.06787,0.18427,0.907758,4087,2,0.75612,1.0,15196,0
